Customer_ID,Order_ID,Order_Date,Product_Category,Quantity,Unit_Price,Sales
CUST0136,ORD00113,2025-08-01,Electronics,3,3569.23,10707.69
CUST0163,ORD00114,2025-06-14,Electronics,3,811.77,2435.31
CUST0163,ORD00115,2025-01-05,Office Supplies,1,6322.29,6322.29
CUST0033,ORD00116,2025-12-05,Office Supplies,4,4633.46,18533.84
CUST0123,ORD00117,2025-03-19,Furniture,5,11452.16,57260.8
CUST0005,ORD00118,2025-03-03,Electronics,1,5410.88,5410.88
CUST0041,ORD00119,2025-05-12,Electronics,1,14243.71,14243.71
CUST0028,ORD00120,2025-03-30,Office Supplies,4,14440.31,57761.24
CUST0135,ORD00121,2025-08-25,Electronics,4,9370.49,37481.96
CUST0072,ORD00122,2025-02-11,Electronics,3,13940.61,41821.83
CUST0012,ORD00123,2025-03-30,Electronics,4,11448.69,45794.76
CUST0162,ORD00124,2025-10-23,Office Supplies,3,8270.87,24812.61
CUST0033,ORD00125,2025-11-24,Furniture,1,2827.57,2827.57
CUST0048,ORD00126,2025-10-22,Accessories,2,6960.18,13920.36
CUST0151,ORD00127,2025-04-14,Furniture,5,8478.99,42394.95
CUST0062,ORD00128,2025-01-14,Accessories,1,12979.83,12979.83
CUST0037,ORD00129,2025-10-15,Electronics,4,7297.8,29191.2
CUST0099,ORD00130,2025-06-28,Furniture,5,13480.47,67402.35
CUST0172,ORD00131,2025-05-05,Accessories,2,10164.08,20328.16
CUST0104,ORD00132,2025-12-19,Office Supplies,2,2184.44,4368.88
CUST0035,ORD00133,2025-01-23,Office Supplies,3,14925.47,44776.41
CUST0193,ORD00134,2025-03-04,Furniture,5,7979.41,39897.05
CUST0101,ORD00135,2025-05-23,Furniture,3,5969.1,17907.3
CUST0175,ORD00136,2025-06-02,Electronics,1,9937.84,9937.84
CUST0131,ORD00137,2025-05-25,Furniture,5,1767.07,8835.35
CUST0001,ORD00138,2025-08-13,Electronics,1,9602.6,9602.6
CUST0005,ORD00139,2025-11-05,Electronics,3,7548.8,22646.4
CUST0142,ORD00140,2025-04-14,Office Supplies,5,6189.11,30945.55
CUST0103,ORD00141,2025-04-14,Office Supplies,3,14302.35,42907.05
CUST0027,ORD00142,2025-02-08,Accessories,5,7909.71,39548.55
CUST0137,ORD00143,2025-07-17,Office Supplies,3,3403.89,10211.67
CUST0015,ORD00144,2025-05-14,Office Supplies,2,6965.61,13931.22
CUST0090,ORD00145,2025-03-08,Furniture,3,13802.9,41408.7
CUST0042,ORD00146,2025-06-28,Office Supplies,2,2765.02,5530.04
CUST0124,ORD00147,2025-02-11,Accessories,3,3327.26,9981.78
CUST0179,ORD00148,2025-01-15,Furniture,5,343.49,1717.45
CUST0063,ORD00149,2025-04-21,Accessories,5,360.72,1803.6
CUST0096,ORD00150,2025-06-06,Office Supplies,5,12466.47,62332.35
CUST0052,ORD00151,2025-10-16,Accessories,4,11022.02,44088.08
CUST0096,ORD00152,2025-08-19,Furniture,1,5422.36,5422.36
CUST0132,ORD00153,2025-06-06,Electronics,5,10519.92,52599.6
CUST0151,ORD00154,2025-02-07,Accessories,2,6018.81,12037.62
CUST0143,ORD00155,2025-04-07,Accessories,5,14300.52,71502.6
CUST0171,ORD00156,2025-10-16,Furniture,4,14510.73,58042.92
CUST0029,ORD00157,2025-09-11,Furniture,2,5982.99,11965.98
CUST0036,ORD00158,2025-07-15,Accessories,4,12835.2,51340.8
CUST0013,ORD00159,2025-03-27,Office Supplies,2,11630.37,23260.74
CUST0160,ORD00160,2025-11-18,Accessories,3,4753.5,14260.5
CUST0071,ORD00161,2025-01-10,Furniture,1,3595.79,3595.79
CUST0187,ORD00162,2025-01-05,Electronics,1,6954.78,6954.78
CUST0086,ORD00163,2025-05-03,Electronics,4,11753.03,47012.12
CUST0028,ORD00164,2025-11-26,Office Supplies,1,14408.49,14408.49
CUST0066,ORD00165,2025-12-19,Accessories,4,11489.15,45956.6
CUST0170,ORD00166,2025-04-28,Electronics,4,12849.82,51399.28
CUST0045,ORD00167,2025-10-21,Accessories,4,9105.5,36422.0
CUST0062,ORD00168,2025-06-08,Furniture,1,12555.81,12555.81
CUST0185,ORD00169,2025-10-30,Electronics,4,11798.65,47194.6
CUST0134,ORD00170,2025-08-16,Office Supplies,1,5748.24,5748.24
CUST0028,ORD00171,2025-12-31,Furniture,4,8347.06,33388.24
CUST0028,ORD00172,2025-08-04,Office Supplies,5,12100.58,60502.9
CUST0108,ORD00173,2025-07-03,Furniture,4,833.94,3335.76
CUST0044,ORD00174,2025-01-15,Electronics,2,12149.98,24299.96
CUST0084,ORD00175,2025-06-06,Office Supplies,4,2791.64,11166.56
CUST0030,ORD00176,2025-05-16,Office Supplies,3,7793.05,23379.15
CUST0190,ORD00177,2025-09-18,Furniture,4,12152.89,48611.56
CUST0075,ORD00178,2025-06-06,Office Supplies,2,3919.24,7838.48
CUST0128,ORD00179,2025-02-16,Furniture,2,3800.24,7600.48
CUST0092,ORD00180,2025-11-20,Furniture,1,6131.05,6131.05
CUST0190,ORD00181,2025-11-28,Furniture,5,13435.45,67177.25
CUST0129,ORD00182,2025-06-22,Furniture,4,156.58,626.32
CUST0121,ORD00183,2025-05-10,Electronics,1,13535.54,13535.54
CUST0027,ORD00184,2025-04-05,Furniture,5,2434.03,12170.15
CUST0190,ORD00185,2025-04-25,Accessories,4,14852.78,59411.12
CUST0121,ORD00186,2025-08-31,Office Supplies,3,14329.48,42988.44
CUST0116,ORD00187,2025-10-19,Accessories,4,7495.93,29983.72
CUST0003,ORD00188,2025-10-09,Electronics,2,7763.9,15527.8
CUST0103,ORD00189,2025-10-26,Accessories,2,7301.01,14602.02
CUST0198,ORD00190,2025-10-10,Office Supplies,3,9586.34,28759.02
CUST0200,ORD00191,2025-03-10,Accessories,1,1497.22,1497.22
CUST0155,ORD00192,2025-05-28,Electronics,5,634.38,3171.9
CUST0137,ORD00193,2025-01-11,Furniture,4,1006.89,4027.56
CUST0062,ORD00194,2025-09-11,Accessories,2,6748.83,13497.66
CUST0165,ORD00195,2025-11-26,Electronics,1,4241.89,4241.89
CUST0051,ORD00196,2025-12-26,Electronics,3,9387.29,28161.87
CUST0172,ORD00197,2025-02-07,Office Supplies,2,14887.77,29775.54
CUST0152,ORD00198,2025-05-14,Office Supplies,3,5886.9,17660.7
CUST0059,ORD00199,2025-07-19,Accessories,4,8671.54,34686.16
CUST0118,ORD00200,2025-01-23,Furniture,5,6321.72,31608.6
CUST0160,ORD00201,2025-10-30,Electronics,2,12731.98,25463.96
CUST0096,ORD00202,2025-12-12,Accessories,2,13548.21,27096.42
CUST0180,ORD00203,2025-10-29,Electronics,4,13178.73,52714.92
CUST0113,ORD00204,2025-12-29,Electronics,1,14619.43,14619.43
CUST0062,ORD00205,2025-08-06,Furniture,5,558.66,2793.3
CUST0186,ORD00206,2025-05-21,Furniture,2,12621.27,25242.54
CUST0012,ORD00208,2025-07-29,Furniture,2,3546.11,7092.22
CUST0039,ORD00209,2025-04-21,Furniture,5,14351.35,71756.75
CUST0130,ORD00210,2025-04-14,Accessories,3,2350.44,7051.32
CUST0131,ORD00211,2025-11-12,Furniture,2,10241.32,20482.64
CUST0113,ORD00212,2025-06-20,Office Supplies,5,3489.62,17448.1
CUST0101,ORD00213,2025-12-22,Electronics,1,6556.0,6556.0
CUST0113,ORD00214,2025-11-20,Electronics,3,10829.52,32488.56
CUST0184,ORD00215,2025-05-13,Electronics,3,8515.37,25546.11
CUST0081,ORD00216,2025-10-20,Electronics,1,6498.4,6498.4
CUST0187,ORD00217,2025-11-24,Accessories,5,4996.13,24980.65
CUST0113,ORD00218,2025-05-07,Electronics,4,12618.95,50475.8
CUST0002,ORD00219,2025-04-16,Electronics,1,2285.64,2285.64
CUST0130,ORD00220,2025-04-02,Electronics,5,6537.03,32685.15
CUST0054,ORD00221,2025-10-14,Electronics,1,13570.8,13570.8
CUST0087,ORD00222,2025-02-20,Office Supplies,1,12710.87,12710.87
CUST0129,ORD00223,2025-01-29,Electronics,2,6103.99,12207.98
CUST0147,ORD00224,2025-10-23,Office Supplies,5,11482.16,57410.8
CUST0126,ORD00225,2025-10-24,Accessories,4,12373.94,49495.76
CUST0130,ORD00226,2025-08-02,Furniture,2,13349.98,26699.96
CUST0053,ORD00227,2025-09-24,Electronics,1,8235.91,8235.91
CUST0172,ORD00228,2025-09-14,Furniture,1,3186.24,3186.24
CUST0160,ORD00229,2025-10-29,Furniture,1,3941.34,3941.34
CUST0198,ORD00230,2025-04-11,Accessories,5,4541.07,22705.35
CUST0160,ORD00231,2025-12-12,Furniture,5,8967.97,44839.85
CUST0068,ORD00232,2025-04-20,Office Supplies,2,637.22,1274.44
CUST0183,ORD00233,2025-07-01,Furniture,4,9595.23,38380.92
CUST0184,ORD00234,2025-11-09,Furniture,2,5560.66,11121.32
CUST0123,ORD00235,2025-01-01,Furniture,3,4534.34,13603.02
CUST0145,ORD00236,2025-11-15,Electronics,1,13210.52,13210.52
CUST0038,ORD00237,2025-02-24,Electronics,1,6981.04,6981.04
CUST0024,ORD00238,2025-05-29,Office Supplies,1,1561.54,1561.54
CUST0069,ORD00239,2025-11-05,Office Supplies,2,12427.19,24854.38
CUST0116,ORD00240,2025-05-17,Electronics,2,857.47,1714.94
CUST0098,ORD00241,2025-07-21,Office Supplies,1,10942.23,10942.23
CUST0198,ORD00242,2025-11-09,Electronics,2,11642.51,23285.02
CUST0139,ORD00243,2025-04-27,Accessories,5,5386.15,26930.75
CUST0144,ORD00244,2025-06-03,Furniture,5,12398.1,61990.5
CUST0097,ORD00245,2025-10-18,Furniture,2,7807.54,15615.08
CUST0124,ORD00246,2025-03-04,Office Supplies,1,7029.91,7029.91
CUST0187,ORD00247,2025-09-01,Electronics,2,824.24,1648.48
CUST0070,ORD00248,2025-01-25,Electronics,2,4456.93,8913.86
CUST0093,ORD00249,2025-03-31,Office Supplies,2,13975.5,27951.0
CUST0003,ORD00250,2025-03-16,Electronics,3,5968.59,17905.77
CUST0148,ORD00251,2025-10-21,Accessories,5,8268.5,41342.5
CUST0187,ORD00252,2025-07-29,Furniture,4,8050.52,32202.08
CUST0164,ORD00253,2025-12-13,Office Supplies,4,8917.9,35671.6
CUST0147,ORD00254,2025-01-17,Office Supplies,3,1060.76,3182.28
CUST0090,ORD00255,2025-05-08,Electronics,2,5528.32,11056.64
CUST0195,ORD00256,2025-12-30,Office Supplies,3,10888.45,32665.35
CUST0147,ORD00257,2025-09-08,Accessories,3,3128.32,9384.96
CUST0148,ORD00258,2025-06-28,Electronics,1,3173.14,3173.14
CUST0096,ORD00259,2025-07-01,Electronics,5,299.85,1499.25
CUST0199,ORD00260,2025-06-01,Electronics,4,6646.61,26586.44
CUST0052,ORD00261,2025-01-25,Electronics,2,13258.61,26517.22
CUST0161,ORD00262,2025-06-29,Accessories,4,920.73,3682.92
CUST0168,ORD00263,2025-07-17,Electronics,4,2988.11,11952.44
CUST0128,ORD00264,2025-12-10,Office Supplies,5,4754.76,23773.8
CUST0039,ORD00265,2025-06-10,Accessories,4,11016.11,44064.44
CUST0082,ORD00266,2025-06-26,Furniture,4,9663.44,38653.76
CUST0104,ORD00267,2025-10-12,Furniture,3,6326.77,18980.31
CUST0129,ORD00268,2025-03-04,Office Supplies,5,11422.17,57110.85
CUST0011,ORD00269,2025-05-30,Office Supplies,1,9203.02,9203.02
CUST0185,ORD00270,2025-06-03,Accessories,2,13456.21,26912.42
CUST0178,ORD00271,2025-06-05,Furniture,4,12297.7,49190.8
CUST0151,ORD00272,2025-02-18,Furniture,2,3904.28,7808.56
CUST0159,ORD00273,2025-12-03,Furniture,1,4180.86,4180.86
CUST0042,ORD00274,2025-03-25,Furniture,2,2011.54,4023.08
CUST0099,ORD00275,2025-12-27,Furniture,1,5153.93,5153.93
CUST0007,ORD00276,2025-06-26,Electronics,3,14993.23,44979.69
CUST0144,ORD00277,2025-05-28,Office Supplies,4,6175.4,24701.6
CUST0090,ORD00278,2025-04-28,Electronics,1,3424.25,3424.25
CUST0112,ORD00279,2025-12-08,Furniture,2,11472.87,22945.74
CUST0060,ORD00280,2025-03-04,Accessories,4,8205.69,32822.76
CUST0113,ORD00281,2025-07-08,Accessories,3,2371.58,7114.74
CUST0002,ORD00282,2025-12-26,Furniture,4,5803.24,23212.96
CUST0129,ORD00283,2025-02-18,Furniture,1,6304.88,6304.88
CUST0048,ORD00284,2025-11-23,Accessories,3,11344.37,34033.11
CUST0140,ORD00285,2025-09-14,Electronics,2,456.97,913.94
CUST0197,ORD00286,2025-08-12,Electronics,3,4144.94,12434.82
CUST0037,ORD00287,2025-05-21,Furniture,3,7836.31,23508.93
CUST0160,ORD00288,2025-08-03,Electronics,5,4142.37,20711.85
CUST0009,ORD00289,2025-07-30,Accessories,3,9482.25,28446.75
CUST0099,ORD00290,2025-11-14,Electronics,3,7305.73,21917.19
CUST0147,ORD00291,2025-02-01,Furniture,4,5521.4,22085.6
CUST0048,ORD00292,2025-06-07,Accessories,2,14245.75,28491.5
CUST0131,ORD00293,2025-10-12,Electronics,4,9537.57,38150.28
CUST0148,ORD00294,2025-11-01,Office Supplies,4,2079.63,8318.52
CUST0152,ORD00295,2025-10-13,Accessories,1,8467.36,8467.36
CUST0054,ORD00296,2025-05-24,Accessories,4,11743.87,46975.48
CUST0120,ORD00297,2025-01-19,Office Supplies,5,10671.07,53355.35
CUST0161,ORD00298,2025-01-18,Office Supplies,5,2705.53,13527.65
CUST0152,ORD00299,2025-09-14,Accessories,1,14590.44,14590.44
CUST0116,ORD00300,2025-03-19,Office Supplies,2,6814.88,13629.76
CUST0075,ORD00301,2025-06-24,Furniture,2,2511.52,5023.04
CUST0113,ORD00302,2025-07-13,Furniture,4,2825.91,11303.64
CUST0200,ORD00303,2025-04-23,Furniture,4,1608.79,6435.16
CUST0164,ORD00304,2025-04-24,Accessories,4,12082.24,48328.96
CUST0166,ORD00305,2025-08-10,Office Supplies,2,1962.15,3924.3
CUST0104,ORD00306,2025-06-15,Office Supplies,3,2008.11,6024.33
CUST0084,ORD00307,2025-11-15,Electronics,5,12779.5,63897.5
CUST0112,ORD00308,2025-05-12,Electronics,3,5267.37,15802.11
CUST0099,ORD00309,2025-09-21,Office Supplies,3,608.24,1824.72
CUST0153,ORD00310,2025-02-24,Office Supplies,2,920.65,1841.3
CUST0093,ORD00311,2025-12-25,Office Supplies,3,2261.23,6783.69
CUST0146,ORD00312,2025-05-11,Accessories,1,3318.89,3318.89
CUST0128,ORD00313,2025-10-15,Office Supplies,4,10027.42,40109.68
CUST0110,ORD00314,2025-09-23,Electronics,1,2486.3,2486.3
CUST0082,ORD00315,2025-06-11,Accessories,5,1915.28,9576.4
CUST0194,ORD00316,2025-03-28,Office Supplies,4,11506.08,46024.32
CUST0054,ORD00317,2025-02-24,Electronics,3,10115.17,30345.51
CUST0163,ORD00318,2025-10-15,Accessories,5,6614.56,33072.8
CUST0189,ORD00319,2025-06-27,Office Supplies,4,8307.25,33229.0
CUST0169,ORD00320,2025-12-15,Office Supplies,3,4782.96,14348.88
CUST0161,ORD00321,2025-01-08,Office Supplies,1,7315.13,7315.13
CUST0068,ORD00322,2025-11-17,Accessories,4,7674.09,30696.36
CUST0033,ORD00323,2025-11-09,Electronics,3,5900.47,17701.41
CUST0142,ORD00324,2025-09-04,Electronics,1,13612.6,13612.6
CUST0021,ORD00325,2025-11-19,Furniture,5,388.52,1942.6
CUST0048,ORD00326,2025-09-12,Office Supplies,5,11765.24,58826.2
CUST0148,ORD00327,2025-11-24,Furniture,5,1997.09,9985.45
CUST0128,ORD00328,2025-02-23,Furniture,5,11993.58,59967.9
CUST0136,ORD00329,2025-09-06,Electronics,2,9296.29,18592.58
CUST0135,ORD00330,2025-08-27,Accessories,4,12672.68,50690.72
CUST0195,ORD00331,2025-08-17,Accessories,4,1598.09,6392.36
CUST0145,ORD00332,2025-03-08,Electronics,2,8450.86,16901.72
CUST0128,ORD00333,2025-02-20,Accessories,3,7591.16,22773.48
CUST0033,ORD00334,2025-04-07,Furniture,3,10636.97,31910.91
CUST0176,ORD00335,2025-04-02,Office Supplies,5,8084.21,40421.05
CUST0187,ORD00336,2025-09-21,Electronics,1,8179.91,8179.91
CUST0115,ORD00337,2025-10-18,Office Supplies,3,6529.5,19588.5
CUST0119,ORD00338,2025-04-06,Accessories,1,4736.19,4736.19
CUST0022,ORD00339,2025-03-29,Office Supplies,4,7311.63,29246.52
CUST0158,ORD00340,2025-03-19,Accessories,1,1909.61,1909.61
CUST0038,ORD00341,2025-10-15,Accessories,4,14428.47,57713.88
CUST0109,ORD00342,2025-04-30,Furniture,2,10759.0,21518.0
CUST0051,ORD00343,2025-10-29,Accessories,2,14294.14,28588.28
CUST0182,ORD00344,2025-06-14,Furniture,5,3516.9,17584.5
CUST0008,ORD00345,2025-07-01,Furniture,3,13208.21,39624.63
CUST0027,ORD00346,2025-08-11,Furniture,5,12160.53,60802.65
CUST0027,ORD00347,2025-11-07,Electronics,4,10205.71,40822.84
CUST0021,ORD00348,2025-01-07,Electronics,5,9431.68,47158.4
CUST0030,ORD00349,2025-11-26,Accessories,1,4850.76,4850.76
CUST0097,ORD00350,2025-09-20,Furniture,4,12273.7,49094.8
CUST0028,ORD00351,2025-06-10,Electronics,2,7597.5,15195.0
CUST0111,ORD00352,2025-05-31,Furniture,3,1202.74,3608.22
CUST0192,ORD00353,2025-03-26,Office Supplies,4,4796.02,19184.08
CUST0197,ORD00354,2025-05-27,Office Supplies,4,14039.16,56156.64
CUST0061,ORD00355,2025-04-22,Office Supplies,1,12782.6,12782.6
CUST0048,ORD00356,2025-02-05,Accessories,3,14731.3,44193.9
CUST0147,ORD00357,2025-10-12,Furniture,2,9475.7,18951.4
CUST0004,ORD00358,2025-07-07,Office Supplies,4,3825.52,15302.08
CUST0035,ORD00359,2025-03-23,Electronics,4,2567.8,10271.2
CUST0192,ORD00360,2025-01-02,Office Supplies,1,2925.68,2925.68
CUST0049,ORD00361,2025-10-30,Office Supplies,5,443.97,2219.85
CUST0017,ORD00362,2025-07-16,Office Supplies,2,5951.63,11903.26
CUST0172,ORD00363,2025-01-11,Accessories,3,2992.7,8978.1
CUST0158,ORD00364,2025-08-22,Electronics,4,6263.08,25052.32
CUST0046,ORD00365,2025-07-14,Furniture,4,14034.67,56138.68
CUST0117,ORD00366,2025-04-29,Electronics,2,6543.52,13087.04
CUST0006,ORD00367,2025-01-20,Furniture,5,13188.07,65940.35
CUST0099,ORD00368,2025-09-18,Accessories,4,9141.75,36567.0
CUST0124,ORD00369,2025-10-20,Accessories,2,3819.9,7639.8
CUST0037,ORD00370,2025-09-13,Accessories,1,5434.44,5434.44
CUST0024,ORD00371,2025-08-10,Accessories,5,1396.21,6981.05
CUST0093,ORD00372,2025-08-14,Furniture,3,5101.92,15305.76
CUST0046,ORD00373,2025-02-22,Office Supplies,4,10211.48,40845.92
CUST0181,ORD00374,2025-12-21,Furniture,2,1220.85,2441.7
CUST0095,ORD00375,2025-12-08,Electronics,1,3200.21,3200.21
CUST0099,ORD00376,2025-12-30,Accessories,3,5814.4,17443.2
CUST0188,ORD00377,2025-10-07,Accessories,2,14733.44,29466.88
CUST0116,ORD00378,2025-03-22,Electronics,2,11805.2,23610.4
CUST0191,ORD00379,2025-07-21,Furniture,3,11042.28,33126.84
CUST0160,ORD00380,2025-06-07,Office Supplies,1,1875.44,1875.44
CUST0161,ORD00381,2025-04-30,Office Supplies,1,11747.79,11747.79
CUST0067,ORD00382,2025-02-28,Electronics,5,11811.24,59056.2
CUST0128,ORD00383,2025-08-03,Office Supplies,4,9076.38,36305.52
CUST0018,ORD00384,2025-05-08,Furniture,3,14856.87,44570.61
CUST0025,ORD00385,2025-08-12,Furniture,3,4980.02,14940.06
CUST0054,ORD00386,2025-07-28,Electronics,3,14127.9,42383.7
CUST0058,ORD00387,2025-04-25,Furniture,1,13733.76,13733.76
